complaint_id,created_at,language,complaint_text,normalized_text,category,department,priority,location_type,specific_location,affected_population,safety_flag,repeat_count,is_duplicate,duplicate_of_id,resolution_time_hours,status,resolution_notes
CMP-01829,2026-01-07 14:26:00,en,Please check the room door lock is broken at Girls Hostel Block A.,please check the room door lock is broken at girls hostel block a,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,46,0,1,0,,17.38,Resolved,Synthetic resolution record
CMP-02700,2026-01-07 15:17:00,ta,Route 1 Bus Stop பகுதியில் வளாக பேருந்து தாமதமாக வந்தது. தயவுசெய்து சரிசெய்யவும்.,route 1 bus stop பக த ய ல வள க ப ர ந த த மதம க வந தத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 1 Bus Stop,116,0,1,0,,11.92,Closed,Synthetic resolution record
CMP-00469,2026-01-07 15:29:00,ta_en,College Entrance area la bus route notice illama change pannitanga.,college entrance area la bus route notice illama change pannitanga,Transport and Parking,Transport Cell,High,Parking,College Entrance,33,0,0,0,,22.14,Resolved,Synthetic resolution record
CMP-01722,2026-01-07 15:47:00,en,Urgent attention is needed because the bus is overcrowded in Route 3 Bus Stop.,urgent attention is needed because the bus is overcrowded in route 3 bus stop,Transport and Parking,Transport Cell,Medium,Campus Road,Route 3 Bus Stop,57,0,2,0,,26.57,Open,
CMP-03091,2026-01-07 16:50:00,ta,Student Service Centre பகுதியில் பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது. தயவுசெய்து சரிசெய்யவும்.,student service centre பக த ய ல ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Low,Office,Student Service Centre,18,0,2,1,CMP-02224,27.97,In Progress,
CMP-03391,2026-01-07 18:33:00,en,I want to report that the Wi-Fi is not working in Hostel Block A.,i want to report that the wi fi is not working in hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Hostel Block A,60,0,3,1,CMP-00948,1.41,In Progress,
CMP-00214,2026-01-07 18:56:00,en,I want to report that the water tank is overflowing in Engineering Block.,i want to report that the water tank is overflowing in engineering block,Water and Plumbing,Plumbing and Civil Maintenance,Critical,Canteen,Engineering Block,160,0,1,0,,2.45,Resolved,Synthetic resolution record
CMP-00188,2026-01-07 19:29:00,en,I want to report that the drinking water dispenser is not working in North Canteen.,i want to report that the drinking water dispenser is not working in north canteen,Food and Canteen,Canteen Committee,High,Canteen,North Canteen,142,1,2,0,,13.39,Open,
CMP-03883,2026-01-07 19:41:00,ta,Girls Hostel Block A பகுதியில் அறை கதவு பூட்டு உடைந்துள்ளது. தயவுசெய்து சரிசெய்யவும்.,girls hostel block a பக த ய ல அற கதவ ப ட ட உட ந த ள ளத தயவ ச ய த சர ச ய யவ ம,Hostel and Accommodation,Hostel Administration,High,Hostel,Girls Hostel Block A,99,0,2,1,CMP-01829,40.37,Open,
CMP-03187,2026-01-07 21:47:00,ta_en,glass panel broken ah iruku at Campus Road. Kindly action edunga.,glass panel broken ah iruku at campus road kindly action edunga,Safety and Security,Security Office,Medium,Parking,Campus Road,94,1,2,1,CMP-01994,9.24,Resolved,Synthetic resolution record
CMP-03556,2026-01-08 03:56:00,en,Please check the laboratory computer cannot access the network at Hostel Block A.,please check the laboratory computer cannot access the network at hostel block a,Wi-Fi and IT Services,IT Support and Network Cell,Low,Classroom,Hostel Block A,56,0,3,1,CMP-02971,28.39,Closed,Synthetic resolution record
CMP-03788,2026-01-08 04:07:00,ta,Scholarship Office இல் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,scholarship office இல உதவ த த க ந ல ப த ப ப க கப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,High,Office,Scholarship Office,1,0,1,1,CMP-01607,89.64,Closed,Synthetic resolution record
CMP-00086,2026-01-08 08:30:00,ta,AI Laboratory இல் வைஃபை வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,ai laboratory இல வ ஃப வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,63,0,1,0,,4.21,Resolved,Synthetic resolution record
CMP-02419,2026-01-08 10:21:00,ta,Library Entrance இல் கண்ணாடி பலகம் உடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,library entrance இல கண ண ட பலகம உட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Critical,Hostel,Library Entrance,131,1,0,0,,2.56,Resolved,Synthetic resolution record
CMP-01553,2026-01-08 10:34:00,ta,Girls Hostel Block B இல் ஜன்னல் சேதமடைந்துள்ளது. உடனடியாக நடவடிக்கை எடுக்கவும்.,girls hostel block b இல ஜன னல ச தமட ந த ள ளத உடனட ய க நடவட க க எட க கவ ம,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block B,216,0,2,0,,55.95,In Progress,
CMP-02334,2026-01-08 10:40:00,en,I want to report that the student portal is not loading in Central Library.,i want to report that the student portal is not loading in central library,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Laboratory,Central Library,41,0,2,0,,7.13,Closed,Synthetic resolution record
CMP-03145,2026-01-08 10:59:00,en,Urgent attention is needed because the bus is overcrowded in College Entrance.,urgent attention is needed because the bus is overcrowded in college entrance,Transport and Parking,Transport Cell,High,Parking,College Entrance,83,0,1,1,CMP-00469,10.82,Resolved,Synthetic resolution record
CMP-00960,2026-01-08 15:13:00,ta,Academic Office இல் கட்டண செலுத்துதல் தளத்தில் புதுப்பிக்கப்படவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,academic office இல கட டண ச ல த த தல தளத த ல ப த ப ப க கப படவ ல ல உடனட ய க நடவட க க எட க கவ ம,Administration and Documents,Administrative Office,Medium,Office,Academic Office,21,0,1,0,,83.94,Resolved,Synthetic resolution record
CMP-00919,2026-01-08 17:14:00,en,Please check the toilet is blocked at Boys Hostel Washroom.,please check the toilet is blocked at boys hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Boys Hostel Washroom,203,0,0,0,,16.63,Open,
CMP-02781,2026-01-08 17:15:00,ta_en,Academic Block Corridor area la washroom clean pannala.,academic block corridor area la washroom clean pannala,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Academic Block Corridor,100,0,2,0,,7.96,Resolved,Synthetic resolution record
CMP-01698,2026-01-08 18:54:00,ta_en,Campus Road area la glass panel broken ah iruku.,campus road area la glass panel broken ah iruku,Safety and Security,Security Office,High,Campus Road,Campus Road,62,1,0,0,,5.62,Closed,Synthetic resolution record
CMP-03713,2026-01-08 20:40:00,en,There is a problem because the laboratory equipment is not functioning at Electronics Laboratory.,there is a problem because the laboratory equipment is not functioning at electronics laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Electronics Laboratory,21,0,3,1,CMP-02517,8.13,Open,
CMP-00891,2026-01-09 09:33:00,en,I want to report that the classroom bench is broken in C-204.,i want to report that the classroom bench is broken in c 204,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-204,50,0,2,0,,9.45,In Progress,
CMP-02036,2026-01-09 10:21:00,ta_en,"Academic Office la ID card request delay aagudhu, immediate ah solve pannunga.",academic office la id card request delay aagudhu immediate ah solve pannunga,Administration and Documents,Administrative Office,Low,Office,Academic Office,18,0,0,0,,99.36,Resolved,Synthetic resolution record
CMP-00178,2026-01-09 10:59:00,en,Please check the campus bus arrived late at College Entrance.,please check the campus bus arrived late at college entrance,Transport and Parking,Transport Cell,Medium,Parking,College Entrance,36,0,1,0,,26.29,Resolved,Synthetic resolution record
CMP-01650,2026-01-09 11:54:00,ta,மாணவர் தளம் திறக்கவில்லை பிரச்சனை Hostel Block B இடத்தில் உள்ளது.,ம ணவர தளம த றக கவ ல ல ப ரச சன hostel block b இடத த ல உள ளத,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,Hostel Block B,52,0,1,0,,22.78,In Progress,
CMP-00901,2026-01-09 12:26:00,en,I want to report that there is a broken glass panel in Library Entrance.,i want to report that there is a broken glass panel in library entrance,Safety and Security,Security Office,Critical,Parking,Library Entrance,60,1,0,0,,3.75,Resolved,Synthetic resolution record
CMP-00470,2026-01-09 12:27:00,ta,மின்விசிறி வேலை செய்யவில்லை பிரச்சனை Engineering Block இடத்தில் உள்ளது.,ம ன வ ச ற வ ல ச ய யவ ல ல ப ரச சன engineering block இடத த ல உள ளத,Electrical and Power,Electrical Maintenance,Medium,Campus Building,Engineering Block,206,0,1,0,,19.22,Resolved,Synthetic resolution record
CMP-01455,2026-01-09 12:54:00,en,Please check water is leaking from the pipe at Hostel Block C.,please check water is leaking from the pipe at hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,Medium,Campus Building,Hostel Block C,55,0,1,0,,11.77,Resolved,Synthetic resolution record
CMP-01638,2026-01-09 13:11:00,en,Urgent attention is needed because the water tank is overflowing in Girls Hostel Washroom.,urgent attention is needed because the water tank is overflowing in girls hostel washroom,Water and Plumbing,Plumbing and Civil Maintenance,High,Campus Building,Girls Hostel Washroom,198,0,0,0,,2.38,Resolved,Synthetic resolution record
CMP-03783,2026-01-09 13:42:00,ta_en,AI Laboratory la wifi work aagala. Please check pannunga.,ai laboratory la wifi work aagala please check pannunga,Wi-Fi and IT Services,IT Support and Network Cell,High,Laboratory,AI Laboratory,42,0,2,1,CMP-00086,9.85,Resolved,Synthetic resolution record
CMP-02947,2026-01-09 14:41:00,en,There is a problem because the food price is incorrect at Hostel Mess.,there is a problem because the food price is incorrect at hostel mess,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,118,0,0,0,,3.14,Resolved,Synthetic resolution record
CMP-00202,2026-01-09 15:16:00,en,Please check the scholarship application status is not updated at Accounts Office.,please check the scholarship application status is not updated at accounts office,Administration and Documents,Administrative Office,Low,Office,Accounts Office,15,0,1,0,,155.44,Resolved,Synthetic resolution record
CMP-01580,2026-01-09 15:18:00,ta,வளாக பேருந்து தாமதமாக வந்தது பிரச்சனை College Entrance இடத்தில் உள்ளது.,வள க ப ர ந த த மதம க வந தத ப ரச சன college entrance இடத த ல உள ளத,Transport and Parking,Transport Cell,Low,Campus Road,College Entrance,58,0,2,0,,7.63,Open,
CMP-02257,2026-01-09 16:07:00,en,There is a problem because the washroom has not been cleaned at Main Canteen.,there is a problem because the washroom has not been cleaned at main canteen,Cleanliness and Waste,Housekeeping and Sanitation,High,Hostel,Main Canteen,196,0,2,0,,8.09,Open,
CMP-03001,2026-01-09 16:46:00,en,Urgent attention is needed because there is a broken glass panel in Library Entrance.,urgent attention is needed because there is a broken glass panel in library entrance,Safety and Security,Security Office,Critical,Hostel,Library Entrance,132,1,1,1,CMP-02419,2.64,Open,
CMP-01469,2026-01-09 16:50:00,ta_en,vehicle campus entrance block pannudhu at College Entrance. Kindly action edunga.,vehicle campus entrance block pannudhu at college entrance kindly action edunga,Transport and Parking,Transport Cell,High,Parking,College Entrance,100,0,2,0,,16.36,Closed,Synthetic resolution record
