complaint_id,complaint_text,normalized_text,category,department,priority,location_type,specific_location,is_duplicate,duplicate_of_id
CMP-02266,Route 2 Bus Stop பகுதியில் அறிவிப்பின்றி பேருந்து பாதை மாற்றப்பட்டது. தயவுசெய்து சரிசெய்யவும்.,route 2 bus stop பக த ய ல அற வ ப ப ன ற ப ர ந த ப த ம ற றப பட டத தயவ ச ய த சர ச ய யவ ம,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,0,
CMP-03427,"Route 2 Bus Stop la campus bus late ah vandhuchu, immediate ah solve pannunga.",route 2 bus stop la campus bus late ah vandhuchu immediate ah solve pannunga,Transport and Parking,Transport Cell,Medium,Parking,Route 2 Bus Stop,1,CMP-02266
CMP-03837,electrical panel pakkathula water leak aagudhu at Hostel Block B. Kindly action edunga.,electrical panel pakkathula water leak aagudhu at hostel block b kindly action edunga,Safety and Security,Security Office,Medium,Parking,Hostel Block B,1,CMP-01507
CMP-03280,"Examination Cell la fee payment portal la update aagala, immediate ah solve pannunga.",examination cell la fee payment portal la update aagala immediate ah solve pannunga,Administration and Documents,Administrative Office,High,Office,Examination Cell,1,CMP-00117
CMP-01332,I want to report that the water tank is overflowing in Hostel Block C.,i want to report that the water tank is overflowing in hostel block c,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Hostel Block C,0,
CMP-00419,Please check the fee payment is not updated in the portal at Examination Cell.,please check the fee payment is not updated in the portal at examination cell,Administration and Documents,Administrative Office,High,Office,Examination Cell,0,
CMP-01481,தண்ணீர் வழங்கல் இல்லை பிரச்சனை Hostel Block A இடத்தில் உள்ளது.,தண ண ர வழங கல இல ல ப ரச சன hostel block a இடத த ல உள ளத,Water and Plumbing,Plumbing and Civil Maintenance,Low,Washroom,Hostel Block A,0,
CMP-03663,Accounts Office பகுதியில் உதவித்தொகை நிலை புதுப்பிக்கப்படவில்லை. தயவுசெய்து சரிசெய்யவும்.,accounts office பக த ய ல உதவ த த க ந ல ப த ப ப க கப படவ ல ல தயவ ச ய த சர ச ய யவ ம,Administration and Documents,Administrative Office,Medium,Office,Accounts Office,1,CMP-02254
CMP-00259,There is a problem because the room has a damaged window at Boys Hostel Block B.,there is a problem because the room has a damaged window at boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-00859,I want to report that there is a broken glass panel in Campus Road.,i want to report that there is a broken glass panel in campus road,Safety and Security,Security Office,Medium,Campus Road,Campus Road,0,
CMP-01953,Girls Hostel Block A la mattress damage aagiruku. Please check pannunga.,girls hostel block a la mattress damage aagiruku please check pannunga,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,0,
CMP-03257,lab equipment work aagala at Computer Laboratory. Kindly action edunga.,lab equipment work aagala at computer laboratory kindly action edunga,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,Computer Laboratory,1,CMP-02111
CMP-03292,C-101 area la projector display varala.,c 101 area la projector display varala,Classroom and Laboratory,Academic Infrastructure,Medium,Laboratory,C-101,1,CMP-01320
CMP-03577,Please check there is a bad smell near the waste area at Library Washroom.,please check there is a bad smell near the waste area at library washroom,Cleanliness and Waste,Housekeeping and Sanitation,High,Washroom,Library Washroom,1,CMP-02698
CMP-02729,Main Canteen la food hygiene illa. Please check pannunga.,main canteen la food hygiene illa please check pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Main Canteen,0,
CMP-00877,Urgent attention is needed because the mattress is damaged in Girls Hostel Block A.,urgent attention is needed because the mattress is damaged in girls hostel block a,Hostel and Accommodation,Hostel Administration,Low,Hostel,Girls Hostel Block A,0,
CMP-02548,I want to report that the cupboard lock is not working in Boys Hostel Block B.,i want to report that the cupboard lock is not working in boys hostel block b,Hostel and Accommodation,Hostel Administration,Low,Hostel,Boys Hostel Block B,0,
CMP-02881,There is a problem because the electrical switch is damaged at Computer Laboratory.,there is a problem because the electrical switch is damaged at computer laboratory,Electrical and Power,Electrical Maintenance,Critical,Laboratory,Computer Laboratory,0,
CMP-01939,I want to report that the ceiling fan is not working in Engineering Block.,i want to report that the ceiling fan is not working in engineering block,Electrical and Power,Electrical Maintenance,Low,Hostel,Engineering Block,0,
CMP-03889,Computer Laboratory la corridor light eriyala. Please check pannunga.,computer laboratory la corridor light eriyala please check pannunga,Electrical and Power,Electrical Maintenance,Critical,Laboratory,Computer Laboratory,1,CMP-02881
CMP-02475,Examination Cell la bonafide certificate request pending la iruku. Please check pannunga.,examination cell la bonafide certificate request pending la iruku please check pannunga,Administration and Documents,Administrative Office,Medium,Office,Examination Cell,0,
CMP-03245,Please check the room has a damaged window at Girls Hostel Block A.,please check the room has a damaged window at girls hostel block a,Hostel and Accommodation,Hostel Administration,Medium,Hostel,Girls Hostel Block A,1,CMP-01953
CMP-03017,"Hostel Block A la water supply varala, immediate ah solve pannunga.",hostel block a la water supply varala immediate ah solve pannunga,Water and Plumbing,Plumbing and Civil Maintenance,Low,Washroom,Hostel Block A,1,CMP-01481
CMP-02784,AI Laboratory பகுதியில் மாணவர் தளம் திறக்கவில்லை. தயவுசெய்து சரிசெய்யவும்.,ai laboratory பக த ய ல ம ணவர தளம த றக கவ ல ல தயவ ச ய த சர ச ய யவ ம,Wi-Fi and IT Services,IT Support and Network Cell,High,Hostel,AI Laboratory,0,
CMP-03732,"AI Laboratory la internet romba slow ah iruku, immediate ah solve pannunga.",ai laboratory la internet romba slow ah iruku immediate ah solve pannunga,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Classroom,AI Laboratory,1,CMP-02751
CMP-01282,Urgent attention is needed because the food appears unhygienic in Hostel Mess.,urgent attention is needed because the food appears unhygienic in hostel mess,Food and Canteen,Canteen Committee,Low,Canteen,Hostel Mess,0,
CMP-02873,AI Laboratory இல் வைஃபை வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,ai laboratory இல வ ஃப வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,AI Laboratory,0,
CMP-00157,Hostel Block A area la ERP login aagala.,hostel block a area la erp login aagala,Wi-Fi and IT Services,IT Support and Network Cell,Medium,Hostel,Hostel Block A,0,
CMP-01427,I want to report that the washroom tap is broken in Hostel Block B.,i want to report that the washroom tap is broken in hostel block b,Water and Plumbing,Plumbing and Civil Maintenance,High,Canteen,Hostel Block B,0,
CMP-02566,"Hostel Mess la food quality poor ah iruku, immediate ah solve pannunga.",hostel mess la food quality poor ah iruku immediate ah solve pannunga,Food and Canteen,Canteen Committee,Medium,Canteen,Hostel Mess,0,
CMP-02515,C-305 பகுதியில் குழல் விளக்கு மின்னுகிறது. தயவுசெய்து சரிசெய்யவும்.,c 305 பக த ய ல க ழல வ ளக க ம ன ன க றத தயவ ச ய த சர ச ய யவ ம,Electrical and Power,Electrical Maintenance,Low,Classroom,C-305,0,
CMP-02685,There is a problem because there is a power outage at Computer Laboratory.,there is a problem because there is a power outage at computer laboratory,Electrical and Power,Electrical Maintenance,Medium,Hostel,Computer Laboratory,0,
CMP-01549,பொனஃபைடு சான்றிதழ் கோரிக்கை நிலுவையில் உள்ளது பிரச்சனை Academic Office இடத்தில் உள்ளது.,ப னஃப ட ச ன ற தழ க ர க க ந ல வ ய ல உள ளத ப ரச சன academic office இடத த ல உள ளத,Administration and Documents,Administrative Office,Low,Office,Academic Office,0,
CMP-00226,Please check the classroom has poor ventilation at AI Laboratory.,please check the classroom has poor ventilation at ai laboratory,Classroom and Laboratory,Academic Infrastructure,Medium,Classroom,AI Laboratory,0,
CMP-01628,Hostel Block B இல் வளாக தெருவிளக்கு வேலை செய்யவில்லை. உடனடியாக நடவடிக்கை எடுக்கவும்.,hostel block b இல வள க த ர வ ளக க வ ல ச ய யவ ல ல உடனட ய க நடவட க க எட க கவ ம,Safety and Security,Security Office,Critical,Campus Building,Hostel Block B,0,
